CODMICRO;CODMESO;UF;REGIAO;MICROREGIAO;LAT;LONG;IDHM2010;ESCALA_IDH;POP;AREA;DENSID
270312;2703;AL;NE;SAO MIGUEL DOS CAMPOS;-9,881909681;-36,22552443;0,592671564;BAIXO;247.412;2.935;84,3
351561;3515;SP;SE;SAO PAULO;-23,63377522;-46,59205022;0,803363256;MUITO ALTO;14.147.775;2.350;6020,8
220311;2203;PI;NE;SAO RAIMUNDO NONATO;-8,984425406;-42,39736567;0,586996403;BAIXO;142.061;27.507;5,2
311048;3110;MG;SE;SAO SEBASTIAO DO PARAISO;-21,17532574;-46,69030107;0,713798401;ALTO;275.632;5.155;53,5
250421;2504;PB;NE;SAPE;-7,177106292;-35,25004368;0,560486889;BAIXO;138.167;1.139;121,3
290623;2906;BA;NE;SEABRA;-12,98970322;-41,48368189;0,59629698;BAIXO;267.840;20.739;12,9
120203;1202;AC;N;SENA MADUREIRA;-9,897043962;-70,07831395;0,582989845;BAIXO;60.068;40.546;1,5
290308;2903;BA;NE;SENHOR DO BONFIM;-10,55336626;-40,44513094;0,605270906;MEDIO;288.938;16.627;17,4
280101;2801;SE;NE;SERGIPANA DO SERTAO DO SAO FRANCISCO;-10,08541573;-37,51925852;0,565070608;BAIXO;170.037;5.444;31,2
240211;2402;RN;NE;SERIDO OCIDENTAL;-6,447119093;-37,1899759;0,67618151;MEDIO;96.551;3.066;31,5
250208;2502;PB;NE;SERIDO OCIDENTAL PARAIBANO;-6,943606914;-36,91720362;0,647738263;MEDIO;39.383;1.738;22,7
240212;2402;RN;NE;SERIDO ORIENTAL;-6,442938804;-36,62088277;0,673825324;MEDIO;118.591;3.777;31,4
250209;2502;PB;NE;SERIDO ORIENTAL PARAIBANO;-6,710104076;-36,47093903;0,580312097;BAIXO;74.903;2.595;28,9
240210;2402;RN;NE;SERRA DE SANTANA;-6,082716491;-36,65380365;0,609836817;MEDIO;63.732;3.020;21,1
240105;2401;RN;NE;SERRA DE SAO MIGUEL;-6,2643844;-38,39684786;0,606008402;MEDIO;63.915;972;65,8
230525;2305;CE;NE;SERRA DO PEREIRO;-5,910264838;-38,40177245;0,619940129;MEDIO;41.723;2.047;20,4
250107;2501;PB;NE;SERRA DO TEIXEIRA;-7,482508639;-37,67743891;0,577314531;BAIXO;114.380;2.617;43,7
330615;3306;RJ;SE;SERRANA;-22,33014209;-43,01749295;0,735659098;ALTO;466.084;1.785;261,2
270101;2701;AL;NE;SERRANA DO SERTAO ALAGOANO;-9,109737798;-37,7303722;0,516761257;BAIXO;82.151;2.612;31,4
270308;2703;AL;NE;SERRANA DOS QUILOMBOS;-9,13821612;-36,17620053;0,574063969;BAIXO;137.880;1.817;75,9
430732;4307;RS;S;SERRAS DO SUDESTE;-30,98923949;-53,16164665;0,672596305;MEDIO;108.094;15.042;7,2
290416;2904;BA;NE;SERRINHA;-11,46908513;-39,3536835;0,601307599;MEDIO;424.501;10.646;39,9
230418;2304;CE;NE;SERTAO DE CRATEUS;-5,328757054;-40,51576329;0,61600501;MEDIO;243.506;12.884;18,9
230420;2304;CE;NE;SERTAO DE INHAMUNS;-6,128673844;-40,149915;0,604429008;MEDIO;138.270;11.701;11,8
230419;2304;CE;NE;SERTAO DE QUIXERAMOBIM;-5,048759412;-39,29986922;0,629577033;MEDIO;274.858;11.954;23
230421;2304;CE;NE;SERTAO DE SENADOR POMPEU;-5,806751585;-39,58189149;0,602813468;MEDIO;204.876;9.728;21,1
260104;2601;PE;NE;SERTAO DO MOXOTO;-8,384514144;-37,58271638;0,595771923;BAIXO;235.285;8.872;26,5
310727;3107;MG;SE;SETE LAGOAS;-19,26178731;-44,088752;0,728492441;ALTO;421.620;8.575;49,2
510107;5101;MT;CO;SINOP;-11,62257318;-54,77925243;0,739423293;ALTO;258.849;50.150;5,2
230105;2301;CE;NE;SOBRAL;-3,750101379;-40,28541169;0,660886042;MEDIO;403.078;8.228;49
430113;4301;RS;S;SOLEDADE;-28,98193175;-52,57935591;0,691996422;MEDIO;66.240;3.607;18,4
351246;3512;SP;SE;SOROCABA;-23,44386438;-47,47032703;0,776877066;ALTO;1.571.728;4.199;374,3
250103;2501;PB;NE;SOUSA;-6,725480498;-37,90863817;0,622710459;MEDIO;183.470;4.802;38,2
260518;2605;PE;NE;SUAPE;-8,345281414;-35,08783134;0,664062261;MEDIO;302.148;967;312,4
140204;1402;RR;N;SUDESTE DE RORAIMA;0,310143411;-60,58609956;0,631634643;MEDIO;59.476;51.457;1,2
520513;5205;GO;CO;SUDOESTE DE GOIAS;-17,61630041;-51,86356573;0,738067837;ALTO;536.962;56.074;9,6
420517;4205;SC;S;TABULEIRO;-27,80056913;-49,11967343;0,69968168;MEDIO;27.042;2.349;11,5
510313;5103;MT;CO;TANGARA DA SERRA;-14,84910747;-57,80956829;0,713184797;ALTO;162.427;22.260;7,3
120102;1201;AC;N;TARAUACA;-8,863387579;-71,53534465;0,531673643;BAIXO;88.112;53.504;1,6
351143;3511;SP;SE;TATUI;-23,20188107;-47,88904928;0,753971194;ALTO;299.588;2.241;133,7
130305;1303;AM;N;TEFE;-4,166445057;-65,65201483;0,606361791;MEDIO;103.966;39.890;2,6
410519;4105;PR;S;TELEMACO BORBA;-24,29835185;-50,7061151;0,676272239;MEDIO;167.698;9.576;17,5
310415;3104;MG;SE;TEOFILO OTONI;-17,75312968;-41,46469409;0,645176935;MEDIO;258.874;11.609;22,3
220203;2202;PI;NE;TERESINA;-5,262209964;-42,62296542;0,720962236;ALTO;1.075.357;9.317;115,4
510520;5105;MT;CO;TESOURO;-16,03047882;-53,47993306;0,6913325;MEDIO;60.015;27.860;2,2
420515;4205;SC;S;TIJUCAS;-27,37443464;-48,97073426;0,73993132;ALTO;122.729;2.133;57,5
280205;2802;SE;NE;TOBIAS BARRETO;-10,95493142;-37,97624213;0,57511586;BAIXO;115.277;2.026;56,9
410622;4106;PR;S;TOLEDO;-24,62479484;-53,74951128;0,750192865;ALTO;438.986;8.749;50,2
150412;1504;PA;N;TOME-ACU;-2,388498976;-48,56816849;0,55922737;BAIXO;307.103;23.715;12,9
270207;2702;AL;NE;TRAIPU;-9,957104905;-36,9183364;0,535966038;BAIXO;34.450;938;36,7
500307;5003;MS;CO;TRES LAGOAS;-20,45457755;-53,13852293;0,721416692;ALTO;190.649;47.259;4
310624;3106;MG;SE;TRES MARIAS;-18,76825655;-45,21947979;0,709017591;ALTO;99.371;10.510;9,5
430102;4301;RS;S;TRES PASSOS;-27,52177234;-53,94982988;0,729000398;ALTO;140.587;3.863;36,4
330305;3303;RJ;SE;TRES RIOS;-22,10360918;-43,03143637;0,70806006;ALTO;158.707;1.654;96
420618;4206;SC;S;TUBARAO;-28,26239559;-49,09690837;0,763019621;ALTO;435.152;4.635;93,9
150616;1506;PA;N;TUCURUI;-4,552713594;-49,87571803;0,592377295;BAIXO;299.164;32.878;9,1
350937;3509;SP;SE;TUPA;-21,89421626;-50,45694773;0,756650194;ALTO;113.034;2.304;49,1
311264;3112;MG;SE;UBA;-21,11614591;-43,02271478;0,699283899;MEDIO;277.109;3.586;77,3
310522;3105;MG;SE;UBERABA;-19,65587774;-48,11251516;0,760656792;ALTO;397.400;9.374;42,4
310518;3105;MG;SE;UBERLANDIA;-18,96424892;-48,58291977;0,776196637;ALTO;943.199;18.769;50,3
240107;2401;RN;NE;UMARIZAL;-6,168554151;-37,79880241;0,610056467;MEDIO;61.718;1.621;38,1
250319;2503;PB;NE;UMBUZEIRO;-7,61110822;-35,76831422;0,544259696;BAIXO;52.623;1.174;44,8
410102;4101;PR;S;UMUARAMA;-23,73974977;-53,39739124;0,723251241;ALTO;289.980;10.232;28,3
310101;3101;MG;SE;UNAI;-16,06255365;-46,4565558;0,702662955;ALTO;158.528;27.404;5,8
410933;4109;PR;S;UNIAO DA VITORIA;-26,14448535;-51,25056046;0,705974562;ALTO;113.177;5.502;20,6
230210;2302;CE;NE;URUBURETAMA;-3,657015668;-39,47613999;0,61729229;MEDIO;99.497;1.049;94,9
430215;4302;RS;S;VACARIA;-28,77194765;-50,60588931;0,705769852;ALTO;160.966;17.265;9,3
240104;2401;RN;NE;VALE DO ACU;-5,678707016;-36,87634526;0,634142853;MEDIO;143.133;4.774;30
260307;2603;PE;NE;VALE DO IPANEMA;-8,857567003;-37,10096402;0,533317212;BAIXO;193.281;5.478;35,3
260308;2603;PE;NE;VALE DO IPOJUCA;-8,247826231;-36,18747664;0,630378464;MEDIO;934.829;7.855;119
330511;3305;RJ;SE;VALE DO PARAIBA FLUMINENSE;-22,55703649;-44,25875886;0,748722253;ALTO;695.231;3.825;181,8
520514;5205;GO;CO;VALE DO RIO DOS BOIS;-17,29032405;-50,19371253;0,698527954;MEDIO;129.337;13.600;9,5
290730;2907;BA;NE;VALENCA;-13,60581463;-39,25357492;0,591909261;BAIXO;262.281;5.746;45,6
220206;2202;PI;NE;VALENCA DO PIAUI;-6,114411049;-41,82374285;0,595477707;BAIXO;102.678;13.427;7,6
520411;5204;GO;CO;VAO DO PARANA;-14,1062664;-46,51828291;0,640122719;MEDIO;109.649;17.454;6,3
311050;3110;MG;SE;VARGINHA;-21,39247849;-45,45214022;0,729550076;ALTO;460.491;7.606;60,5
230627;2306;CE;NE;VARZEA ALEGRE;-6,640216701;-39,62339637;0,608909721;MEDIO;94.695;3.479;27,2
330614;3306;RJ;SE;VASSOURAS;-22,47398127;-43,5864699;0,715745474;ALTO;161.292;1.564;103,1
311262;3112;MG;SE;VICOSA;-20,76801954;-43,02986539;0,676315015;MEDIO;223.018;4.825;46,2
110207;1102;RO;N;VILHENA;-12,02455568;-60,560534;0,71363808;ALTO;152.611;26.763;5,7
320309;3203;ES;SE;VITORIA;-20,25729116;-40,40051497;0,768594308;ALTO;1.738.173;1.447;1201,2
290628;2906;BA;NE;VITORIA DA CONQUISTA;-14,6339304;-40,6177659;0,627805741;MEDIO;672.694;18.758;35,9
260414;2604;PE;NE;VITORIA DE SANTO ANTAO;-8,146472471;-35,34149033;0,624308273;MEDIO;224.535;945;237,5
350103;3501;SP;SE;VOTUPORANGA;-20,29791202;-49,90112075;0,765145522;ALTO;156.169;3.201;48,8
410418;4104;PR;S;WENCESLAU BRAZ;-23,62821095;-49,8094153;0,699537482;MEDIO;108.746;3.161;34,4
420103;4201;SC;S;XANXERE;-26,73268531;-52,30805669;0,737625537;ALTO;167.229;4.803;34,8
170105;1701;TO;N;GURUPI;-11,29090035;-49,7227776;0,620397119;MEDIO;379.934;49.152;7,7
