,eleicao,codmun,vencedor,vt_dir,vt_esq,qt_secoes,codmicro,codmeso,uf,regiao,lat,long,escala_idh,escala_dens
4061,2018,2606002,ESQUERDA,18461,48901,264,260311,2603,PE,NE,"-8,88890553","-36,49305028",MEDIA,MUITO ALTA
4062,2022,2606002,DIREITA,297,277,2,260311,2603,PE,NE,"-8,88890553","-36,49305028",MEDIA,MUITO ALTA
4063,2022,2606002,ESQUERDA,19434,55159,282,260311,2603,PE,NE,"-8,88890553","-36,49305028",MEDIA,MUITO ALTA
4064,2018,2606101,ESQUERDA,3866,12675,65,260414,2604,PE,NE,"-7,999608472","-35,29232239",MEDIA,MUITO ALTA
4065,2022,2606101,ESQUERDA,4353,13365,66,260414,2604,PE,NE,"-7,999608472","-35,29232239",MEDIA,MUITO ALTA
4066,2018,2606200,DIREITA,166,155,1,260413,2604,PE,NE,"-7,559231855","-34,9983763",MEDIA,MUITO ALTA
4067,2018,2606200,ESQUERDA,14804,29719,177,260413,2604,PE,NE,"-7,559231855","-34,9983763",MEDIA,MUITO ALTA
4068,2022,2606200,DIREITA,169,149,1,260413,2604,PE,NE,"-7,559231855","-34,9983763",MEDIA,MUITO ALTA
4069,2022,2606200,ESQUERDA,17333,31730,192,260413,2604,PE,NE,"-7,559231855","-34,9983763",MEDIA,MUITO ALTA
4070,2018,2606309,ESQUERDA,528,4001,19,260101,2601,PE,NE,"-7,709253282","-39,61928634",BAIXA,BAIXA
4071,2022,2606309,ESQUERDA,707,4689,22,260101,2601,PE,NE,"-7,709253282","-39,61928634",BAIXA,BAIXA
4072,2018,2606408,ESQUERDA,15461,29444,174,260308,2603,PE,NE,"-8,2059995","-35,57149239",MEDIA,MUITO ALTA
4073,2022,2606408,ESQUERDA,19063,33033,183,260308,2603,PE,NE,"-8,2059995","-35,57149239",MEDIA,MUITO ALTA
4074,2018,2606507,ESQUERDA,1094,8854,44,260311,2603,PE,NE,"-9,045709251","-36,84727597",BAIXA,MEDIA
4075,2022,2606507,ESQUERDA,1439,9037,48,260311,2603,PE,NE,"-9,045709251","-36,84727597",BAIXA,MEDIA
4076,2018,2606606,ESQUERDA,1367,12337,63,260104,2601,PE,NE,"-8,538762208","-37,69004669",BAIXA,BAIXA
4077,2022,2606606,ESQUERDA,1624,12969,64,260104,2601,PE,NE,"-8,538762208","-37,69004669",BAIXA,BAIXA
4078,2018,2606705,ESQUERDA,817,3780,24,260312,2603,PE,NE,"-8,580534936","-36,18046309",BAIXA,ALTA
4079,2022,2606705,ESQUERDA,964,4176,24,260312,2603,PE,NE,"-8,580534936","-36,18046309",BAIXA,ALTA
4080,2018,2606804,ESQUERDA,20826,40695,220,260516,2605,PE,NE,"-7,82837199","-34,91058339",MEDIA,MUITO ALTA
4081,2022,2606804,ESQUERDA,23927,44577,231,260516,2605,PE,NE,"-7,82837199","-34,91058339",MEDIA,MUITO ALTA
4082,2018,2606903,ESQUERDA,876,5368,33,260103,2601,PE,NE,"-7,844774301","-37,51882112",BAIXA,BAIXA
4083,2022,2606903,ESQUERDA,945,5738,33,260103,2601,PE,NE,"-7,844774301","-37,51882112",BAIXA,BAIXA
4084,2018,2607000,ESQUERDA,682,9057,38,260104,2601,PE,NE,"-8,902046079","-37,82448511",BAIXA,MEDIA
4085,2022,2607000,ESQUERDA,1021,9502,41,260104,2601,PE,NE,"-8,902046079","-37,82448511",BAIXA,MEDIA
4086,2018,2607109,ESQUERDA,377,2637,12,260103,2601,PE,NE,"-7,677797195","-37,45767047",MEDIA,BAIXA
4087,2022,2607109,ESQUERDA,401,2859,12,260103,2601,PE,NE,"-7,677797195","-37,45767047",MEDIA,BAIXA
4088,2018,2607208,ESQUERDA,12034,42163,195,260518,2605,PE,NE,"-8,3969865","-35,06347194",MEDIA,MUITO ALTA
4089,2022,2607208,ESQUERDA,17518,45488,228,260518,2605,PE,NE,"-8,3969865","-35,06347194",MEDIA,MUITO ALTA
4090,2018,2607307,ESQUERDA,2223,12493,61,260101,2601,PE,NE,"-7,6497045","-40,15020875",BAIXA,ALTA
4091,2022,2607307,ESQUERDA,2692,13295,62,260101,2601,PE,NE,"-7,6497045","-40,15020875",BAIXA,ALTA
4092,2018,2607406,ESQUERDA,291,2737,11,260206,2602,PE,NE,"-8,724515065","-38,68634169",BAIXA,MUITO BAIXA
4093,2022,2607406,ESQUERDA,412,2829,16,260206,2602,PE,NE,"-8,724515065","-38,68634169",BAIXA,MUITO BAIXA
4094,2018,2607505,ESQUERDA,1436,11188,60,260307,2603,PE,NE,"-8,9400544","-37,41894846",BAIXA,MEDIA
4095,2022,2607505,ESQUERDA,2199,11629,61,260307,2603,PE,NE,"-8,9400544","-37,41894846",BAIXA,MEDIA
4096,2018,2607604,ESQUERDA,3694,9129,46,260516,2605,PE,NE,"-7,746573318","-34,82395057",MEDIA,MUITO ALTA
4097,2022,2607604,ESQUERDA,3719,9700,47,260516,2605,PE,NE,"-7,746573318","-34,82395057",MEDIA,MUITO ALTA
4098,2018,2607653,ESQUERDA,4758,12957,75,260413,2604,PE,NE,"-7,40926386","-35,11062736",BAIXA,MUITO ALTA
4099,2022,2607653,ESQUERDA,5122,13209,76,260413,2604,PE,NE,"-7,40926386","-35,11062736",BAIXA,MUITO ALTA
4100,2018,2607703,ESQUERDA,1485,7053,38,260103,2601,PE,NE,"-7,378428528","-37,18843931",BAIXA,MEDIA
4101,2022,2607703,ESQUERDA,1594,7400,38,260103,2601,PE,NE,"-7,378428528","-37,18843931",BAIXA,MEDIA
4102,2018,2607752,ESQUERDA,3489,10171,54,260516,2605,PE,NE,"-7,774034765","-34,88927105",MEDIA,MUITO ALTA
4103,2022,2607752,ESQUERDA,4271,11005,56,260516,2605,PE,NE,"-7,774034765","-34,88927105",MEDIA,MUITO ALTA
4104,2018,2607802,ESQUERDA,2443,7064,41,260413,2604,PE,NE,"-7,666393609","-35,10261457",BAIXA,MUITO ALTA
4105,2022,2607802,ESQUERDA,3170,6867,39,260413,2604,PE,NE,"-7,666393609","-35,10261457",BAIXA,MUITO ALTA
4106,2018,2607901,DIREITA,50192,41564,333,260517,2605,PE,NE,"-8,165391467","-34,92117347",ALTA,MUITO ALTA
4107,2018,2607901,EMPATE,1125,1125,8,260517,2605,PE,NE,"-8,165391467","-34,92117347",ALTA,MUITO ALTA
4108,2018,2607901,ESQUERDA,102301,133222,881,260517,2605,PE,NE,"-8,165391467","-34,92117347",ALTA,MUITO ALTA
4109,2022,2607901,DIREITA,23361,21111,152,260517,2605,PE,NE,"-8,165391467","-34,92117347",ALTA,MUITO ALTA
4110,2022,2607901,EMPATE,1161,1161,8,260517,2605,PE,NE,"-8,165391467","-34,92117347",ALTA,MUITO ALTA
4111,2022,2607901,ESQUERDA,137430,181740,1123,260517,2605,PE,NE,"-8,165391467","-34,92117347",ALTA,MUITO ALTA
4112,2018,2607950,ESQUERDA,1469,4348,26,260415,2604,PE,NE,"-8,727969878","-35,79739521",BAIXA,MUITO ALTA
4113,2022,2607950,ESQUERDA,1697,4961,29,260415,2604,PE,NE,"-8,727969878","-35,79739521",BAIXA,MUITO ALTA
4114,2018,2608008,ESQUERDA,1652,7908,40,260308,2603,PE,NE,"-7,987257777","-36,49882855",BAIXA,MEDIA
4115,2022,2608008,ESQUERDA,2083,8785,44,260308,2603,PE,NE,"-7,987257777","-36,49882855",BAIXA,MEDIA
4116,2018,2608057,ESQUERDA,1057,6639,36,260206,2602,PE,NE,"-9,185069993","-38,27503766",MEDIA,ALTA
4117,2022,2608057,ESQUERDA,1156,6795,36,260206,2602,PE,NE,"-9,185069993","-38,27503766",MEDIA,ALTA
4118,2018,2608107,ESQUERDA,3499,12483,71,260310,2603,PE,NE,"-7,860188727","-35,59150237",BAIXA,MUITO ALTA
4119,2022,2608107,ESQUERDA,3582,14346,73,260310,2603,PE,NE,"-7,860188727","-35,59150237",BAIXA,MUITO ALTA
4120,2018,2608206,ESQUERDA,1813,6206,41,260415,2604,PE,NE,"-8,626898299","-35,52924183",BAIXA,MUITO ALTA
4121,2022,2608206,ESQUERDA,2886,7152,42,260415,2604,PE,NE,"-8,626898299","-35,52924183",BAIXA,MUITO ALTA
4122,2018,2608255,ESQUERDA,886,6003,31,260311,2603,PE,NE,"-8,707028964","-36,49038652",BAIXA,MUITO ALTA
4123,2022,2608255,ESQUERDA,1095,6504,32,260311,2603,PE,NE,"-8,707028964","-36,49038652",BAIXA,MUITO ALTA
4124,2018,2608305,ESQUERDA,1311,7285,41,260311,2603,PE,NE,"-8,706096853","-36,41173374",BAIXA,MUITO ALTA
4125,2022,2608305,ESQUERDA,1496,8003,43,260311,2603,PE,NE,"-8,706096853","-36,41173374",BAIXA,MUITO ALTA
4126,2018,2608404,ESQUERDA,1609,6347,34,260311,2603,PE,NE,"-8,719667174","-36,13595449",BAIXA,MUITO ALTA
4127,2022,2608404,ESQUERDA,1788,6783,34,260311,2603,PE,NE,"-8,719667174","-36,13595449",BAIXA,MUITO ALTA
4128,2018,2608453,ESQUERDA,3078,7198,40,260413,2604,PE,NE,"-7,844232495","-35,31260192",MEDIA,MUITO ALTA
4129,2022,2608453,ESQUERDA,3505,8339,41,260413,2604,PE,NE,"-7,844232495","-35,31260192",MEDIA,MUITO ALTA
4130,2018,2608503,ESQUERDA,4415,8089,50,260413,2604,PE,NE,"-7,932378179","-35,29280365",MEDIA,MUITO ALTA
4131,2022,2608503,ESQUERDA,4474,9490,54,260413,2604,PE,NE,"-7,932378179","-35,29280365",MEDIA,MUITO ALTA
4132,2018,2608602,ESQUERDA,928,6763,33,260311,2603,PE,NE,"-9,124171838","-36,46431693",BAIXA,ALTA
4133,2022,2608602,ESQUERDA,1179,6778,33,260311,2603,PE,NE,"-9,124171838","-36,46431693",BAIXA,ALTA
4134,2018,2608701,ESQUERDA,1358,6491,38,260312,2603,PE,NE,"-8,649254865","-35,90712104",BAIXA,ALTA
4135,2022,2608701,ESQUERDA,1751,6821,41,260312,2603,PE,NE,"-8,649254865","-35,90712104",BAIXA,ALTA
4136,2018,2608750,ESQUERDA,2250,11096,59,260205,2602,PE,NE,"-8,995051485","-40,27072513",BAIXA,BAIXA
4137,2022,2608750,ESQUERDA,3006,12277,61,260205,2602,PE,NE,"-8,995051485","-40,27072513",BAIXA,BAIXA
4138,2018,2608800,ESQUERDA,6678,13750,84,260311,2603,PE,NE,"-8,662856866","-36,32149662",MEDIA,MUITO ALTA
4139,2022,2608800,ESQUERDA,7009,16510,85,260311,2603,PE,NE,"-8,662856866","-36,32149662",MEDIA,MUITO ALTA
4140,2018,2608909,ESQUERDA,9270,23724,143,260310,2603,PE,NE,"-7,880198","-35,45526105",MEDIA,MUITO ALTA
4141,2022,2608909,ESQUERDA,9856,25468,145,260310,2603,PE,NE,"-7,880198","-35,45526105",MEDIA,MUITO ALTA
4142,2018,2609006,ESQUERDA,4263,8934,59,260413,2604,PE,NE,"-7,555680699","-35,44987498",MEDIA,MUITO ALTA
4143,2022,2609006,ESQUERDA,4692,9524,62,260413,2604,PE,NE,"-7,555680699","-35,44987498",MEDIA,MUITO ALTA
4144,2018,2609105,ESQUERDA,1461,5892,33,260310,2603,PE,NE,"-7,688572486","-35,51414056",BAIXA,MUITO ALTA
4145,2022,2609105,ESQUERDA,1847,6270,34,260310,2603,PE,NE,"-7,688572486","-35,51414056",BAIXA,MUITO ALTA
4146,2018,2609154,ESQUERDA,681,8297,40,260104,2601,PE,NE,"-8,960108145","-37,62682295",MUITO BAIXA,ALTA
4147,2022,2609154,ESQUERDA,978,8230,42,260104,2601,PE,NE,"-8,960108145","-37,62682295",MUITO BAIXA,ALTA
4148,2018,2609204,ESQUERDA,1206,4190,38,260415,2604,PE,NE,"-8,783077601","-35,81411757",BAIXA,ALTA
4149,2022,2609204,ESQUERDA,1639,4040,36,260415,2604,PE,NE,"-8,783077601","-35,81411757",BAIXA,ALTA
4150,2018,2609303,ESQUERDA,1242,7095,34,260102,2601,PE,NE,"-8,120243802","-38,73456458",BAIXA,BAIXA
4151,2022,2609303,ESQUERDA,1556,6904,35,260102,2601,PE,NE,"-8,120243802","-38,73456458",BAIXA,BAIXA
4152,2018,2609402,ESQUERDA,11046,23323,131,260517,2605,PE,NE,"-8,11869453","-35,0948691",MEDIA,MUITO ALTA
4153,2022,2609402,ESQUERDA,13064,24360,133,260517,2605,PE,NE,"-8,11869453","-35,0948691",MEDIA,MUITO ALTA
4154,2018,2609501,ESQUERDA,6905,11693,71,260413,2604,PE,NE,"-7,737688","-35,2213387",MEDIA,MUITO ALTA
4155,2022,2609501,ESQUERDA,7418,12750,72,260413,2604,PE,NE,"-7,737688","-35,2213387",MEDIA,MUITO ALTA
4156,2018,2609600,DIREITA,19575,17464,137,260517,2605,PE,NE,"-7,992660075","-34,86131039",ALTA,MUITO ALTA
4157,2018,2609600,EMPATE,593,593,5,260517,2605,PE,NE,"-7,992660075","-34,86131039",ALTA,MUITO ALTA
4158,2018,2609600,ESQUERDA,78193,109767,719,260517,2605,PE,NE,"-7,992660075","-34,86131039",ALTA,MUITO ALTA
4159,2022,2609600,DIREITA,4308,4077,31,260517,2605,PE,NE,"-7,992660075","-34,86131039",ALTA,MUITO ALTA
4160,2022,2609600,ESQUERDA,97093,140770,847,260517,2605,PE,NE,"-7,992660075","-34,86131039",ALTA,MUITO ALTA
4161,2018,2609709,ESQUERDA,2369,10036,64,260310,2603,PE,NE,"-7,737895134","-35,6029821",MEDIA,MUITO ALTA
4162,2022,2609709,ESQUERDA,2679,10941,65,260310,2603,PE,NE,"-7,737895134","-35,6029821",MEDIA,MUITO ALTA
4163,2018,2609808,ESQUERDA,1438,6669,36,260205,2602,PE,NE,"-8,617945646","-39,59524578",MEDIA,MEDIA
4164,2022,2609808,ESQUERDA,1708,7303,40,260205,2602,PE,NE,"-8,617945646","-39,59524578",MEDIA,MEDIA
4165,2018,2609907,ESQUERDA,3685,29138,138,260101,2601,PE,NE,"-7,883151975","-40,08146258",BAIXA,MEDIA
4166,2022,2609907,ESQUERDA,5018,30469,147,260101,2601,PE,NE,"-7,883151975","-40,08146258",BAIXA,MEDIA
4167,2018,2610004,ESQUERDA,7599,21163,121,260415,2604,PE,NE,"-8,6790825","-35,58833599",MEDIA,MUITO ALTA
4168,2022,2610004,ESQUERDA,9121,21111,123,260415,2604,PE,NE,"-8,6790825","-35,58833599",MEDIA,MUITO ALTA
4169,2018,2610103,ESQUERDA,474,3768,24,260311,2603,PE,NE,"-9,001683285","-36,327311",BAIXA,ALTA
4170,2022,2610103,ESQUERDA,674,3507,23,260311,2603,PE,NE,"-9,001683285","-36,327311",BAIXA,ALTA
4171,2018,2610202,DIREITA,120,112,1,260312,2603,PE,NE,"-8,667242285","-36,0015758",BAIXA,ALTA
4172,2018,2610202,ESQUERDA,4804,8470,64,260312,2603,PE,NE,"-8,667242285","-36,0015758",BAIXA,ALTA
4173,2022,2610202,ESQUERDA,3306,11117,74,260312,2603,PE,NE,"-8,667242285","-36,0015758",BAIXA,ALTA
4174,2018,2610301,ESQUERDA,969,6520,37,260311,2603,PE,NE,"-8,920145338","-36,65842927",BAIXA,ALTA
4175,2022,2610301,ESQUERDA,1159,7075,44,260311,2603,PE,NE,"-8,920145338","-36,65842927",BAIXA,ALTA
4176,2018,2610400,ESQUERDA,1049,11606,66,260102,2601,PE,NE,"-8,090138327","-39,57578682",BAIXA,MUITO BAIXA
4177,2022,2610400,ESQUERDA,1301,12468,65,260102,2601,PE,NE,"-8,090138327","-39,57578682",BAIXA,MUITO BAIXA
4178,2018,2610509,ESQUERDA,3916,13838,78,260310,2603,PE,NE,"-7,978883942","-35,581685",BAIXA,MUITO ALTA
4179,2022,2610509,ESQUERDA,4785,14746,78,260310,2603,PE,NE,"-7,978883942","-35,581685",BAIXA,MUITO ALTA
4180,2018,2610608,ESQUERDA,11089,19505,120,260413,2604,PE,NE,"-7,897135005","-35,17915106",MEDIA,MUITO ALTA
4181,2022,2610608,DIREITA,679,595,4,260413,2604,PE,NE,"-7,897135005","-35,17915106",MEDIA,MUITO ALTA
4182,2022,2610608,ESQUERDA,13036,20641,133,260413,2604,PE,NE,"-7,897135005","-35,17915106",MEDIA,MUITO ALTA
4183,2018,2610707,DIREITA,14222,12878,95,260517,2605,PE,NE,"-7,943188","-34,88479162",ALTA,MUITO ALTA
4184,2018,2610707,EMPATE,430,430,3,260517,2605,PE,NE,"-7,943188","-34,88479162",ALTA,MUITO ALTA
4185,2018,2610707,ESQUERDA,61204,79073,506,260517,2605,PE,NE,"-7,943188","-34,88479162",ALTA,MUITO ALTA
4186,2022,2610707,DIREITA,1124,1045,7,260517,2605,PE,NE,"-7,943188","-34,88479162",ALTA,MUITO ALTA
4187,2022,2610707,EMPATE,134,134,1,260517,2605,PE,NE,"-7,943188","-34,88479162",ALTA,MUITO ALTA
4188,2022,2610707,ESQUERDA,76693,107696,633,260517,2605,PE,NE,"-7,943188","-34,88479162",ALTA,MUITO ALTA
4189,2018,2610806,ESQUERDA,2091,10263,59,260307,2603,PE,NE,"-8,4984765","-36,94279815",BAIXA,MEDIA
4190,2022,2610806,ESQUERDA,2312,11534,59,260307,2603,PE,NE,"-8,4984765","-36,94279815",BAIXA,MEDIA
4191,2018,2610905,ESQUERDA,5311,28817,163,260308,2603,PE,NE,"-8,355456108","-36,69551472",MEDIA,ALTA
4192,2022,2610905,ESQUERDA,6157,29564,166,260308,2603,PE,NE,"-8,355456108","-36,69551472",MEDIA,ALTA
4193,2018,2611002,ESQUERDA,3335,14529,78,260206,2602,PE,NE,"-8,977343464","-38,22073355",MEDIA,MEDIA
4194,2022,2611002,ESQUERDA,3493,14965,85,260206,2602,PE,NE,"-8,977343464","-38,22073355",MEDIA,MEDIA
4195,2018,2611101,DIREITA,6233,4956,46,260205,2602,PE,NE,"-9,397375515","-40,49999933",MEDIA,MUITO ALTA
4196,2018,2611101,EMPATE,410,410,3,260205,2602,PE,NE,"-9,397375515","-40,49999933",MEDIA,MUITO ALTA
4197,2018,2611101,ESQUERDA,43018,100297,549,260205,2602,PE,NE,"-9,397375515","-40,49999933",MEDIA,MUITO ALTA
4198,2022,2611101,DIREITA,3793,3295,30,260205,2602,PE,NE,"-9,397375515","-40,49999933",MEDIA,MUITO ALTA
4199,2022,2611101,EMPATE,189,189,2,260205,2602,PE,NE,"-9,397375515","-40,49999933",MEDIA,MUITO ALTA
4200,2022,2611101,ESQUERDA,55200,120087,641,260205,2602,PE,NE,"-9,397375515","-40,49999933",MEDIA,MUITO ALTA
4201,2018,2611200,ESQUERDA,930,5977,29,260308,2603,PE,NE,"-8,186227009","-36,7058799",BAIXA,ALTA
4202,2022,2611200,ESQUERDA,1134,6232,30,260308,2603,PE,NE,"-8,186227009","-36,7058799",BAIXA,ALTA
4203,2018,2611309,ESQUERDA,4273,9747,56,260414,2604,PE,NE,"-8,14435986","-35,39619536",BAIXA,MUITO ALTA
4204,2022,2611309,ESQUERDA,5403,10427,59,260414,2604,PE,NE,"-8,14435986","-35,39619536",BAIXA,MUITO ALTA
4205,2018,2611408,ESQUERDA,1891,5692,32,260415,2604,PE,NE,"-8,331376086","-35,35394339",BAIXA,MUITO ALTA
4206,2022,2611408,ESQUERDA,2285,5918,32,260415,2604,PE,NE,"-8,331376086","-35,35394339",BAIXA,MUITO ALTA
4207,2018,2611507,ESQUERDA,1564,8677,55,260415,2604,PE,NE,"-8,827885022","-36,01198953",BAIXA,MUITO ALTA
4208,2022,2611507,ESQUERDA,1967,8821,59,260415,2604,PE,NE,"-8,827885022","-36,01198953",BAIXA,MUITO ALTA
4209,2018,2611533,ESQUERDA,329,4169,20,260103,2601,PE,NE,"-7,71812641","-37,84644562",BAIXA,MEDIA
4210,2022,2611533,ESQUERDA,471,4340,20,260103,2601,PE,NE,"-7,71812641","-37,84644562",BAIXA,MEDIA
4211,2018,2611606,DIREITA,163279,122970,1039,260517,2605,PE,NE,"-8,062762483","-34,88894194",ALTA,MUITO ALTA
