,codra,pais,mes,ano,diasem,conexoes,dispositivos
35117,19,Finland,07,2020,sab,2,1
35118,19,Finland,11,2020,qua,1,1
35119,19,France,01,2021,dom,8,8
35120,19,France,01,2021,qua,18,11
35121,19,France,01,2021,qui,10,8
35122,19,France,01,2021,sab,15,13
35123,19,France,01,2021,seg,16,11
35124,19,France,01,2021,sex,9,7
35125,19,France,01,2021,ter,11,10
35126,19,France,02,2021,dom,11,3
35127,19,France,02,2021,qua,20,11
35128,19,France,02,2021,qui,13,4
35129,19,France,02,2021,sab,16,11
35130,19,France,02,2021,seg,19,7
35131,19,France,02,2021,sex,14,11
35132,19,France,02,2021,ter,15,8
35133,19,France,03,2021,dom,7,7
35134,19,France,03,2021,qua,16,4
35135,19,France,03,2021,qui,24,17
35136,19,France,03,2021,sab,10,1
35137,19,France,03,2021,seg,17,10
35138,19,France,03,2021,sex,12,10
35139,19,France,03,2021,ter,5,4
35140,19,France,04,2021,dom,10,7
35141,19,France,04,2021,qua,6,5
35142,19,France,04,2021,qui,7,6
35143,19,France,04,2021,sab,3,2
35144,19,France,04,2021,seg,11,9
35145,19,France,04,2021,sex,8,7
35146,19,France,04,2021,ter,5,5
35147,19,France,05,2020,dom,6,1
35148,19,France,05,2020,qua,6,3
35149,19,France,05,2020,qui,2,2
35150,19,France,05,2020,seg,9,4
35151,19,France,05,2020,ter,1,1
35152,19,France,05,2021,dom,6,5
35153,19,France,05,2021,qua,9,9
35154,19,France,05,2021,qui,3,3
35155,19,France,05,2021,sab,16,13
35156,19,France,05,2021,seg,8,8
35157,19,France,05,2021,sex,4,4
35158,19,France,05,2021,ter,4,3
35159,19,France,06,2020,dom,24,5
35160,19,France,06,2020,qua,15,7
35161,19,France,06,2020,qui,18,6
35162,19,France,06,2020,sab,10,3
35163,19,France,06,2020,seg,29,8
35164,19,France,06,2020,sex,29,10
35165,19,France,06,2020,ter,51,7
35166,19,France,06,2021,dom,3,3
35167,19,France,06,2021,qua,2,2
35168,19,France,06,2021,qui,6,3
35169,19,France,06,2021,sab,4,4
35170,19,France,06,2021,seg,5,4
35171,19,France,06,2021,sex,7,2
35172,19,France,06,2021,ter,3,3
35173,19,France,07,2020,qua,2,2
35174,19,France,07,2020,qui,6,4
35175,19,France,07,2020,seg,4,4
35176,19,France,07,2020,ter,2,1
35177,19,France,07,2021,dom,1,1
35178,19,France,07,2021,qua,1,1
35179,19,France,07,2021,qui,2,2
35180,19,France,07,2021,sab,1,1
35181,19,France,07,2021,seg,5,5
35182,19,France,07,2021,sex,4,3
35183,19,France,07,2021,ter,3,3
35184,19,France,08,2020,qua,2,2
35185,19,France,08,2020,qui,10,8
35186,19,France,08,2020,sab,1,1
35187,19,France,08,2020,sex,3,3
35188,19,France,08,2020,ter,3,3
35189,19,France,08,2021,dom,4,4
35190,19,France,08,2021,qua,9,7
35191,19,France,08,2021,qui,5,4
35192,19,France,08,2021,sab,8,7
35193,19,France,08,2021,seg,5,4
35194,19,France,08,2021,sex,10,7
35195,19,France,08,2021,ter,2,2
35196,19,France,09,2020,dom,1,1
35197,19,France,09,2020,qua,4,4
35198,19,France,09,2020,qui,2,2
35199,19,France,09,2020,seg,2,2
35200,19,France,09,2020,sex,7,5
35201,19,France,09,2020,ter,7,3
35202,19,France,09,2021,dom,2,2
35203,19,France,09,2021,qua,5,5
35204,19,France,09,2021,qui,11,9
35205,19,France,09,2021,sab,4,3
35206,19,France,09,2021,seg,3,3
35207,19,France,09,2021,sex,7,6
35208,19,France,09,2021,ter,2,2
35209,19,France,10,2020,qua,5,4
35210,19,France,10,2020,qui,9,7
35211,19,France,10,2020,seg,2,2
35212,19,France,10,2020,sex,16,8
35213,19,France,10,2020,ter,2,2
35214,19,France,10,2021,dom,3,3
35215,19,France,10,2021,qua,5,4
35216,19,France,10,2021,qui,3,3
35217,19,France,10,2021,sab,3,3
35218,19,France,10,2021,seg,12,6
35219,19,France,10,2021,sex,7,6
35220,19,France,10,2021,ter,3,3
35221,19,France,11,2020,dom,6,3
35222,19,France,11,2020,qua,11,8
35223,19,France,11,2020,qui,17,9
35224,19,France,11,2020,sab,2,2
35225,19,France,11,2020,seg,13,9
35226,19,France,11,2020,sex,5,5
35227,19,France,11,2020,ter,11,7
35228,19,France,12,2020,dom,22,5
35229,19,France,12,2020,qua,12,9
35230,19,France,12,2020,qui,11,9
35231,19,France,12,2020,sab,14,9
35232,19,France,12,2020,seg,23,5
35233,19,France,12,2020,sex,13,10
35234,19,France,12,2020,ter,19,8
35235,19,Germany,01,2021,qui,4,1
35236,19,Germany,01,2021,sab,3,2
35237,19,Germany,01,2021,sex,2,2
35238,19,Germany,01,2021,ter,3,2
35239,19,Germany,02,2021,qua,15,3
35240,19,Germany,02,2021,qui,3,1
35241,19,Germany,02,2021,seg,9,2
35242,19,Germany,02,2021,sex,15,1
35243,19,Germany,02,2021,ter,6,1
35244,19,Germany,03,2021,dom,1,1
35245,19,Germany,05,2021,qui,4,1
35246,19,Germany,05,2021,seg,5,2
35247,19,Germany,06,2020,qui,4,1
35248,19,Germany,06,2020,seg,1,1
35249,19,Germany,06,2020,sex,1,1
35250,19,Germany,06,2020,ter,4,2
35251,19,Germany,06,2021,dom,1,1
35252,19,Germany,06,2021,qua,15,3
35253,19,Germany,06,2021,qui,14,1
35254,19,Germany,06,2021,seg,14,4
35255,19,Germany,06,2021,sex,8,3
35256,19,Germany,06,2021,ter,37,6
35257,19,Germany,07,2020,qua,17,1
35258,19,Germany,07,2020,qui,13,2
35259,19,Germany,07,2020,seg,5,2
35260,19,Germany,07,2020,sex,25,3
35261,19,Germany,07,2020,ter,36,3
35262,19,Germany,07,2021,dom,3,2
35263,19,Germany,07,2021,qua,5,2
35264,19,Germany,07,2021,qui,2,2
35265,19,Germany,07,2021,sab,3,3
35266,19,Germany,07,2021,seg,3,1
35267,19,Germany,07,2021,sex,3,2
35268,19,Germany,08,2020,qua,4,1
35269,19,Germany,08,2020,qui,5,1
35270,19,Germany,08,2020,seg,2,2
35271,19,Germany,08,2020,ter,5,1
35272,19,Germany,08,2021,dom,3,3
35273,19,Germany,08,2021,qua,6,4
35274,19,Germany,08,2021,qui,7,6
35275,19,Germany,08,2021,sab,7,6
35276,19,Germany,08,2021,seg,3,3
35277,19,Germany,08,2021,sex,7,3
35278,19,Germany,08,2021,ter,21,7
35279,19,Germany,09,2020,qua,20,2
35280,19,Germany,09,2020,qui,16,1
35281,19,Germany,09,2020,sex,6,1
35282,19,Germany,09,2021,dom,2,2
35283,19,Germany,09,2021,qua,13,2
35284,19,Germany,09,2021,qui,6,3
35285,19,Germany,09,2021,sab,2,2
35286,19,Germany,09,2021,seg,13,3
35287,19,Germany,09,2021,sex,44,4
35288,19,Germany,09,2021,ter,54,4
35289,19,Germany,10,2020,qui,17,3
35290,19,Germany,10,2020,seg,8,2
35291,19,Germany,10,2020,sex,6,3
35292,19,Germany,10,2020,ter,42,3
35293,19,Germany,10,2021,dom,15,5
35294,19,Germany,10,2021,qua,29,7
35295,19,Germany,10,2021,qui,21,1
35296,19,Germany,10,2021,sab,5,2
35297,19,Germany,10,2021,seg,44,6
35298,19,Germany,10,2021,sex,6,4
35299,19,Germany,10,2021,ter,22,3
35300,19,Germany,11,2020,dom,1,1
35301,19,Germany,11,2020,qui,22,3
35302,19,Germany,11,2020,seg,22,1
35303,19,Germany,11,2020,sex,1,1
35304,19,Germany,11,2020,ter,21,5
35305,19,Germany,12,2020,dom,2,2
35306,19,Germany,12,2020,qua,17,3
35307,19,Germany,12,2020,qui,51,4
35308,19,Germany,12,2020,sab,13,3
35309,19,Germany,12,2020,seg,48,4
35310,19,Germany,12,2020,sex,42,4
35311,19,Germany,12,2020,ter,23,3
35312,19,Greece,02,2021,sab,1,1
35313,19,Greece,05,2021,seg,3,1
35314,19,Greece,08,2021,sab,3,1
35315,19,Greece,08,2021,sex,8,1
35316,19,Greece,09,2021,ter,1,1
35317,19,Greece,10,2020,seg,2,1
35318,19,Greece,12,2020,qua,10,1
35319,19,Greece,12,2020,qui,2,1
35320,19,Greece,12,2020,sex,1,1
35321,19,India,04,2021,qui,3,1
35322,19,India,04,2021,sab,13,1
35323,19,India,04,2021,sex,18,1
35324,19,India,05,2021,qui,1,1
35325,19,India,05,2021,sab,1,1
35326,19,India,06,2020,sab,1,1
35327,19,India,06,2021,dom,8,1
35328,19,India,06,2021,qui,1,1
35329,19,India,06,2021,sab,4,1
35330,19,India,06,2021,seg,2,1
35331,19,India,06,2021,ter,2,1
35332,19,India,08,2020,dom,2,1
35333,19,India,08,2021,dom,1,1
35334,19,India,08,2021,sex,1,1
35335,19,India,08,2021,ter,2,2
35336,19,India,09,2020,qui,1,1
35337,19,India,09,2020,ter,1,1
35338,19,India,09,2021,dom,1,1
35339,19,India,10,2020,dom,1,1
35340,19,India,10,2020,qua,1,1
35341,19,India,10,2020,ter,1,1
35342,19,India,11,2020,qua,1,1
35343,19,India,11,2020,qui,3,2
35344,19,Ireland,02,2021,sab,1,1
35345,19,Ireland,02,2021,sex,1,1
35346,19,Ireland,02,2021,ter,2,1
35347,19,Ireland,03,2021,dom,2,1
35348,19,Ireland,03,2021,qua,1,1
35349,19,Ireland,03,2021,sab,2,1
35350,19,Ireland,03,2021,sex,2,1
35351,19,Ireland,04,2021,qui,1,1
35352,19,Ireland,04,2021,seg,1,1
35353,19,Ireland,04,2021,sex,1,1
35354,19,Ireland,05,2020,qua,1,1
35355,19,Ireland,05,2020,sab,1,1
35356,19,Ireland,05,2020,ter,1,1
35357,19,Ireland,05,2021,qui,1,1
35358,19,Ireland,05,2021,seg,1,1
35359,19,Ireland,05,2021,ter,1,1
35360,19,Ireland,10,2020,dom,1,1
35361,19,Ireland,12,2020,qui,1,1
35362,19,Ireland,12,2020,seg,1,1
35363,19,Israel,03,2021,qui,2,1
35364,19,Israel,03,2021,seg,1,1
35365,19,Israel,11,2020,qui,1,1
35366,19,Italy,01,2021,dom,1,1
35367,19,Italy,01,2021,qua,1,1
35368,19,Italy,01,2021,qui,1,1
35369,19,Italy,01,2021,seg,1,1
35370,19,Italy,01,2021,sex,4,3
35371,19,Italy,02,2021,qui,1,1
35372,19,Italy,03,2021,dom,1,1
35373,19,Italy,03,2021,qua,1,1
35374,19,Italy,03,2021,ter,1,1
35375,19,Italy,05,2020,seg,3,1
35376,19,Italy,06,2020,qua,3,1
35377,19,Italy,06,2020,sab,2,1
35378,19,Italy,06,2021,qua,1,1
35379,19,Italy,06,2021,sab,1,1
35380,19,Italy,08,2020,dom,1,1
35381,19,Italy,08,2020,qui,2,1
35382,19,Italy,08,2020,seg,1,1
35383,19,Italy,08,2020,sex,1,1
35384,19,Italy,08,2021,ter,1,1
35385,19,Italy,09,2020,ter,1,1
35386,19,Italy,09,2021,seg,1,1
35387,19,Italy,09,2021,ter,2,2
35388,19,Italy,10,2020,qua,1,1
35389,19,Italy,10,2020,sab,2,2
35390,19,Italy,10,2020,ter,1,1
35391,19,Italy,10,2021,qua,1,1
35392,19,Italy,11,2020,dom,2,2
35393,19,Italy,11,2020,qui,2,1
35394,19,Italy,11,2020,sab,1,1
35395,19,Italy,11,2020,sex,1,1
35396,19,Italy,12,2020,dom,1,1
35397,19,Italy,12,2020,qua,1,1
35398,19,Italy,12,2020,qui,3,2
35399,19,Italy,12,2020,sab,1,1
35400,19,Italy,12,2020,sex,2,1
35401,19,Italy,12,2020,ter,1,1
35402,19,Japan,03,2021,dom,1,1
35403,19,Japan,06,2021,qui,1,1
35404,19,Japan,07,2020,dom,1,1
35405,19,Japan,07,2020,qui,2,1
35406,19,Japan,07,2020,sab,1,1
35407,19,Korea_South,10,2021,ter,1,1
35408,19,Korea_South,12,2020,dom,2,1
35409,19,Korea_South,12,2020,sab,2,1
35410,19,Korea_South,12,2020,seg,1,1
35411,19,Korea_South,12,2020,sex,5,2
35412,19,Latvia,03,2021,dom,1,1
35413,19,Luxembourg,01,2021,sab,1,1
35414,19,Luxembourg,01,2021,seg,2,2
35415,19,Luxembourg,01,2021,ter,1,1
35416,19,Luxembourg,06,2021,ter,3,1
35417,19,Luxembourg,08,2021,seg,5,1
35418,19,Luxembourg,08,2021,sex,1,1
35419,19,Luxembourg,09,2021,sab,3,1
35420,19,Malaysia,10,2021,qua,1,1
35421,19,Malta,04,2021,ter,1,1
35422,19,Malta,05,2020,seg,1,1
35423,19,Mexico,02,2021,sab,2,1
35424,19,Mexico,06,2021,sex,1,1
35425,19,Mexico,07,2021,dom,1,1
35426,19,Mozambique,04,2021,dom,7,1
35427,19,Mozambique,04,2021,qua,7,2
35428,19,Mozambique,04,2021,seg,1,1
35429,19,Mozambique,04,2021,ter,5,1
35430,19,Mozambique,05,2020,dom,1,1
35431,19,Mozambique,06,2020,sab,2,1
35432,19,Mozambique,06,2020,seg,3,2
35433,19,Mozambique,06,2020,sex,1,1
35434,19,Mozambique,07,2020,qua,2,2
35435,19,Mozambique,07,2020,qui,1,1
35436,19,Mozambique,07,2020,sex,1,1
35437,19,Mozambique,07,2020,ter,1,1
35438,19,Mozambique,08,2020,qua,1,1
35439,19,Mozambique,08,2020,sab,1,1
35440,19,Mozambique,08,2020,seg,1,1
35441,19,Mozambique,08,2020,sex,1,1
35442,19,Mozambique,08,2021,sab,1,1
35443,19,Mozambique,08,2021,seg,1,1
35444,19,Mozambique,09,2020,seg,1,1
35445,19,Mozambique,09,2021,qui,1,1
35446,19,Mozambique,09,2021,ter,1,1
35447,19,Netherlands,01,2021,dom,2,1
35448,19,Netherlands,01,2021,qua,27,2
35449,19,Netherlands,01,2021,qui,3,1
35450,19,Netherlands,01,2021,seg,5,1
35451,19,Netherlands,01,2021,sex,4,1
35452,19,Netherlands,01,2021,ter,7,2
35453,19,Netherlands,02,2021,dom,15,4
35454,19,Netherlands,02,2021,qua,11,4
35455,19,Netherlands,02,2021,qui,14,4
35456,19,Netherlands,02,2021,sab,23,6
35457,19,Netherlands,02,2021,seg,8,4
35458,19,Netherlands,02,2021,sex,25,6
35459,19,Netherlands,02,2021,ter,2,2
35460,19,Netherlands,03,2021,dom,11,2
35461,19,Netherlands,03,2021,qua,16,5
35462,19,Netherlands,03,2021,qui,9,4
35463,19,Netherlands,03,2021,sab,7,6
35464,19,Netherlands,03,2021,seg,20,8
35465,19,Netherlands,03,2021,sex,18,6
35466,19,Netherlands,03,2021,ter,18,7
35467,19,Netherlands,04,2021,dom,35,3
35468,19,Netherlands,04,2021,qua,7,2
35469,19,Netherlands,04,2021,qui,2,2
35470,19,Netherlands,04,2021,sab,21,6
35471,19,Netherlands,04,2021,seg,29,3
35472,19,Netherlands,04,2021,sex,16,5
35473,19,Netherlands,04,2021,ter,8,3
35474,19,Netherlands,05,2021,dom,4,1
35475,19,Netherlands,05,2021,qua,6,1
35476,19,Netherlands,05,2021,sab,9,3
35477,19,Netherlands,05,2021,seg,6,3
35478,19,Netherlands,05,2021,sex,12,2
35479,19,Netherlands,05,2021,ter,8,1
35480,19,Netherlands,06,2020,qui,25,1
35481,19,Netherlands,06,2020,sab,2,1
35482,19,Netherlands,06,2020,seg,5,1
35483,19,Netherlands,06,2021,dom,14,1
35484,19,Netherlands,06,2021,qua,12,1
35485,19,Netherlands,06,2021,sab,23,1
35486,19,Netherlands,06,2021,seg,41,1
35487,19,Netherlands,06,2021,sex,1,1
35488,19,Netherlands,06,2021,ter,18,1
35489,19,Netherlands,07,2020,sex,2,1
35490,19,Netherlands,07,2021,qua,24,2
35491,19,Netherlands,07,2021,qui,16,2
35492,19,Netherlands,07,2021,sab,11,2
35493,19,Netherlands,07,2021,seg,12,1
35494,19,Netherlands,07,2021,sex,2,1
35495,19,Netherlands,07,2021,ter,13,2
35496,19,Netherlands,08,2020,sab,4,1
35497,19,Netherlands,08,2020,seg,1,1
35498,19,Netherlands,08,2021,dom,1,1
35499,19,Netherlands,08,2021,qua,2,2
35500,19,Netherlands,08,2021,qui,4,3
35501,19,Netherlands,08,2021,sab,6,3
35502,19,Netherlands,08,2021,seg,2,2
35503,19,Netherlands,08,2021,sex,6,3
35504,19,Netherlands,08,2021,ter,2,2
35505,19,Netherlands,09,2021,dom,1,1
35506,19,Netherlands,09,2021,qua,3,3
35507,19,Netherlands,09,2021,qui,1,1
35508,19,Netherlands,09,2021,sab,5,2
35509,19,Netherlands,09,2021,ter,1,1
35510,19,Netherlands,10,2020,dom,1,1
35511,19,Netherlands,10,2020,qua,10,4
35512,19,Netherlands,10,2020,qui,4,2
35513,19,Netherlands,10,2020,sab,6,3
35514,19,Netherlands,10,2020,seg,1,1
35515,19,Netherlands,10,2020,sex,3,2
35516,19,Netherlands,10,2020,ter,3,1
35517,19,Netherlands,10,2021,qua,1,1
35518,19,Netherlands,10,2021,seg,1,1
35519,19,Netherlands,10,2021,sex,3,1
35520,19,Netherlands,10,2021,ter,14,1
35521,19,Netherlands,11,2020,dom,2,2
35522,19,Netherlands,11,2020,qua,10,5
35523,19,Netherlands,11,2020,qui,11,3
35524,19,Netherlands,11,2020,sab,10,2
35525,19,Netherlands,11,2020,seg,5,2
35526,19,Netherlands,11,2020,sex,1,1
35527,19,Netherlands,11,2020,ter,20,3
35528,19,Netherlands,12,2020,dom,3,1
35529,19,Netherlands,12,2020,qua,1,1
35530,19,Norway,01,2021,sex,1,1
35531,19,Norway,01,2021,ter,1,1
35532,19,Norway,02,2021,qua,1,1
35533,19,Norway,02,2021,qui,3,1
35534,19,Norway,02,2021,seg,1,1
35535,19,Norway,02,2021,sex,3,1
35536,19,Norway,03,2021,qua,3,2
35537,19,Norway,03,2021,qui,2,2
35538,19,Norway,03,2021,sab,1,1
35539,19,Norway,03,2021,ter,1,1
35540,19,Norway,04,2021,dom,1,1
35541,19,Norway,04,2021,seg,2,1
35542,19,Norway,05,2021,dom,1,1
35543,19,Norway,05,2021,ter,2,1
35544,19,Norway,06,2021,qua,2,2
35545,19,Norway,06,2021,seg,2,2
35546,19,Norway,07,2020,sab,1,1
35547,19,Norway,07,2021,ter,4,2
35548,19,Norway,08,2020,dom,3,1
35549,19,Norway,08,2021,dom,2,1
35550,19,Norway,08,2021,ter,1,1
35551,19,Norway,09,2020,ter,1,1
35552,19,Norway,09,2021,seg,1,1
35553,19,Norway,10,2020,qua,4,1
35554,19,Norway,10,2020,sex,1,1
35555,19,Norway,10,2021,qua,1,1
35556,19,Norway,10,2021,sex,1,1
35557,19,Norway,11,2020,dom,3,1
35558,19,Norway,11,2020,sab,1,1
35559,19,Norway,11,2020,seg,1,1
35560,19,Norway,12,2020,qua,1,1
35561,19,Norway,12,2020,seg,1,1
35562,19,Palestine,03,2021,qui,2,1
35563,19,Palestine,03,2021,seg,1,1
35564,19,Palestine,11,2020,qui,1,1
35565,19,Paraguay,01,2021,dom,4,4
35566,19,Paraguay,01,2021,qua,2,1
35567,19,Paraguay,01,2021,qui,7,6
35568,19,Paraguay,01,2021,sab,13,11
35569,19,Paraguay,01,2021,seg,2,2
35570,19,Paraguay,01,2021,sex,8,6
35571,19,Paraguay,01,2021,ter,4,4
35572,19,Paraguay,02,2021,dom,1,1
35573,19,Paraguay,02,2021,qua,14,11
35574,19,Paraguay,02,2021,qui,3,3
35575,19,Paraguay,02,2021,sab,3,3
35576,19,Paraguay,02,2021,seg,2,2
35577,19,Paraguay,02,2021,sex,2,2
35578,19,Paraguay,02,2021,ter,3,2
35579,19,Paraguay,03,2021,dom,1,1
35580,19,Paraguay,03,2021,qua,1,1
35581,19,Paraguay,03,2021,sab,3,1
35582,19,Paraguay,03,2021,seg,2,1
35583,19,Paraguay,03,2021,sex,1,1
35584,19,Paraguay,03,2021,ter,1,1
35585,19,Paraguay,04,2021,dom,2,1
35586,19,Paraguay,04,2021,qui,1,1
35587,19,Paraguay,04,2021,sex,2,2
35588,19,Paraguay,05,2020,qui,1,1
35589,19,Paraguay,05,2021,qua,2,2
35590,19,Paraguay,05,2021,sab,2,2
35591,19,Paraguay,05,2021,seg,3,2
35592,19,Paraguay,05,2021,ter,2,2
35593,19,Paraguay,06,2020,qua,15,1
35594,19,Paraguay,06,2021,qui,3,1
35595,19,Paraguay,06,2021,seg,1,1
35596,19,Paraguay,06,2021,ter,1,1
35597,19,Paraguay,08,2020,dom,14,3
35598,19,Paraguay,08,2020,qua,2,2
35599,19,Paraguay,08,2020,sab,11,1
35600,19,Paraguay,08,2020,seg,10,4
35601,19,Paraguay,08,2021,qui,2,2
35602,19,Paraguay,08,2021,sab,1,1
35603,19,Paraguay,08,2021,ter,1,1
35604,19,Paraguay,09,2020,qui,3,1
35605,19,Paraguay,09,2020,sex,2,2
35606,19,Paraguay,09,2021,dom,2,2
35607,19,Paraguay,09,2021,qua,5,4
35608,19,Paraguay,09,2021,qui,1,1
35609,19,Paraguay,09,2021,sab,3,1
35610,19,Paraguay,09,2021,seg,1,1
35611,19,Paraguay,09,2021,sex,1,1
35612,19,Paraguay,09,2021,ter,1,1
35613,19,Paraguay,10,2020,dom,4,1
35614,19,Paraguay,10,2020,qua,14,3
35615,19,Paraguay,10,2020,qui,6,1
35616,19,Paraguay,10,2020,sab,9,1
35617,19,Paraguay,10,2020,seg,4,1
35618,19,Paraguay,10,2020,sex,3,2
35619,19,Paraguay,10,2021,dom,1,1
35620,19,Paraguay,10,2021,qua,2,2
35621,19,Paraguay,10,2021,sab,2,2
35622,19,Paraguay,10,2021,seg,1,1
35623,19,Paraguay,10,2021,sex,2,2
35624,19,Paraguay,10,2021,ter,1,1
35625,19,Paraguay,11,2020,dom,2,1
35626,19,Paraguay,11,2020,sab,2,1
35627,19,Paraguay,11,2020,sex,8,1
35628,19,Paraguay,12,2020,dom,10,2
35629,19,Paraguay,12,2020,qui,2,1
35630,19,Paraguay,12,2020,sab,3,3
35631,19,Paraguay,12,2020,seg,8,2
35632,19,Paraguay,12,2020,sex,1,1
35633,19,Paraguay,12,2020,ter,4,3
35634,19,Peru,03,2021,sex,1,1
35635,19,Peru,04,2021,sex,1,1
35636,19,Peru,06,2021,dom,2,1
35637,19,Peru,06,2021,qui,1,1
35638,19,Peru,09,2021,qua,1,1
35639,19,Peru,09,2021,sex,1,1
35640,19,Peru,10,2021,sab,1,1
35641,19,Peru,12,2020,qua,3,2
35642,19,Philippines,01,2021,dom,1,1
35643,19,Philippines,01,2021,sab,3,2
35644,19,Philippines,01,2021,seg,6,1
35645,19,Philippines,01,2021,sex,8,2
35646,19,Philippines,02,2021,dom,1,1
35647,19,Philippines,02,2021,qua,4,3
35648,19,Philippines,02,2021,qui,1,1
35649,19,Philippines,02,2021,sab,7,1
35650,19,Philippines,02,2021,seg,2,1
35651,19,Philippines,02,2021,sex,5,2
35652,19,Philippines,03,2021,dom,2,1
35653,19,Philippines,03,2021,qua,1,1
35654,19,Philippines,03,2021,sab,4,2
35655,19,Philippines,03,2021,seg,15,1
35656,19,Philippines,03,2021,sex,4,1
35657,19,Philippines,03,2021,ter,5,4
35658,19,Philippines,04,2021,dom,1,1
35659,19,Philippines,04,2021,seg,3,1
35660,19,Philippines,05,2020,qui,2,1
35661,19,Philippines,05,2020,sab,1,1
35662,19,Philippines,05,2020,seg,1,1
35663,19,Philippines,05,2020,sex,1,1
35664,19,Philippines,05,2021,dom,1,1
35665,19,Philippines,05,2021,qui,2,1
35666,19,Philippines,05,2021,sab,4,2
35667,19,Philippines,05,2021,seg,6,2
35668,19,Philippines,05,2021,ter,10,5
35669,19,Philippines,06,2020,dom,2,1
35670,19,Philippines,06,2021,dom,4,2
35671,19,Philippines,06,2021,qua,9,1
35672,19,Philippines,06,2021,qui,28,2
35673,19,Philippines,06,2021,sab,11,1
35674,19,Philippines,06,2021,seg,7,1
35675,19,Philippines,06,2021,sex,4,3
35676,19,Philippines,06,2021,ter,6,4
35677,19,Philippines,07,2021,qui,2,1
35678,19,Philippines,07,2021,sab,2,1
35679,19,Philippines,07,2021,sex,1,1
35680,19,Philippines,08,2021,dom,1,1
35681,19,Philippines,08,2021,qui,3,2
35682,19,Philippines,08,2021,seg,2,2
35683,19,Philippines,08,2021,ter,2,2
35684,19,Philippines,09,2020,seg,6,1
35685,19,Philippines,09,2021,dom,1,1
35686,19,Philippines,09,2021,seg,4,2
35687,19,Philippines,10,2021,qua,3,1
35688,19,Philippines,10,2021,seg,4,2
35689,19,Philippines,12,2020,dom,1,1
35690,19,Philippines,12,2020,sex,1,1
35691,19,Poland,01,2021,sex,3,1
35692,19,Poland,04,2021,sab,1,1
35693,19,Poland,05,2021,qua,1,1
35694,19,Poland,05,2021,qui,1,1
35695,19,Poland,08,2020,seg,1,1
35696,19,Poland,10,2021,ter,1,1
35697,19,Poland,12,2020,qui,2,2
35698,19,Portugal,01,2021,dom,3,1
35699,19,Portugal,01,2021,qui,2,1
35700,19,Portugal,01,2021,sab,2,1
35701,19,Portugal,01,2021,seg,3,2
35702,19,Portugal,01,2021,sex,3,3
35703,19,Portugal,01,2021,ter,7,3
35704,19,Portugal,02,2021,dom,1,1
35705,19,Portugal,02,2021,qui,1,1
35706,19,Portugal,02,2021,sab,1,1
35707,19,Portugal,02,2021,seg,6,2
35708,19,Portugal,02,2021,ter,5,4
35709,19,Portugal,03,2021,seg,3,1
35710,19,Portugal,03,2021,ter,4,1
35711,19,Portugal,04,2021,dom,1,1
35712,19,Portugal,04,2021,qua,3,1
35713,19,Portugal,04,2021,sab,1,1
35714,19,Portugal,04,2021,seg,1,1
35715,19,Portugal,04,2021,sex,2,2
35716,19,Portugal,05,2020,dom,1,1
35717,19,Portugal,05,2020,qui,4,1
35718,19,Portugal,05,2020,sab,2,2
35719,19,Portugal,05,2020,seg,1,1
35720,19,Portugal,05,2020,sex,4,2
35721,19,Portugal,05,2020,ter,11,2
35722,19,Portugal,05,2021,dom,5,1
35723,19,Portugal,05,2021,qua,4,2
35724,19,Portugal,05,2021,sab,1,1
35725,19,Portugal,05,2021,seg,1,1
35726,19,Portugal,06,2020,dom,2,1
35727,19,Portugal,06,2020,qua,1,1
35728,19,Portugal,06,2020,qui,2,1
35729,19,Portugal,06,2020,seg,13,2
35730,19,Portugal,06,2020,sex,2,1
35731,19,Portugal,06,2020,ter,1,1
35732,19,Portugal,06,2021,qui,1,1
35733,19,Portugal,06,2021,sab,1,1
35734,19,Portugal,06,2021,seg,2,2
35735,19,Portugal,06,2021,sex,4,1
35736,19,Portugal,06,2021,ter,6,3
35737,19,Portugal,07,2020,dom,1,1
35738,19,Portugal,07,2020,sab,2,1
35739,19,Portugal,07,2020,seg,4,3
35740,19,Portugal,07,2020,sex,1,1
35741,19,Portugal,07,2020,ter,2,1
35742,19,Portugal,07,2021,dom,12,3
35743,19,Portugal,07,2021,qua,5,3
35744,19,Portugal,07,2021,qui,4,4
35745,19,Portugal,07,2021,sab,1,1
35746,19,Portugal,07,2021,seg,13,4
35747,19,Portugal,07,2021,sex,4,2
35748,19,Portugal,07,2021,ter,26,5
35749,19,Portugal,08,2020,sab,2,2
35750,19,Portugal,08,2020,seg,6,1
35751,19,Portugal,08,2020,ter,12,2
35752,19,Portugal,08,2021,dom,17,2
35753,19,Portugal,08,2021,qua,26,6
35754,19,Portugal,08,2021,qui,12,3
35755,19,Portugal,08,2021,sab,4,3
35756,19,Portugal,08,2021,seg,12,5
35757,19,Portugal,08,2021,sex,5,4
35758,19,Portugal,08,2021,ter,11,7
35759,19,Portugal,09,2020,dom,2,1
35760,19,Portugal,09,2020,qua,2,1
35761,19,Portugal,09,2020,sab,1,1
35762,19,Portugal,09,2020,seg,3,1
35763,19,Portugal,09,2020,sex,12,3
35764,19,Portugal,09,2020,ter,2,1
35765,19,Portugal,09,2021,dom,1,1
35766,19,Portugal,09,2021,qua,5,2
35767,19,Portugal,09,2021,qui,1,1
35768,19,Portugal,09,2021,sab,1,1
35769,19,Portugal,09,2021,seg,3,2
